month,rep_id,region,division,product,tenure_months,monthly_target,sales_units,target_ach_pct,doctor_coverage,calls_made,new_doctors_added,avg_rx_per_doctor
2022-05,REP0027,South,Cardiology,CardioMax 10mg,52,255.0,319.0,125.2,16,58,3,19.94
2022-06,REP0027,South,Cardiology,CardioMax 10mg,53,255.0,292.0,114.6,21,67,4,13.9
2022-07,REP0027,South,Cardiology,CardioMax 10mg,54,255.0,357.0,140.1,17,51,0,21.0
2022-08,REP0027,South,Cardiology,CardioMax 10mg,55,255.0,326.0,127.9,17,66,4,19.18
2022-09,REP0027,South,Cardiology,CardioMax 10mg,56,255.0,271.0,106.4,13,47,3,20.85
2022-10,REP0027,South,Cardiology,CardioMax 10mg,57,255.0,252.0,98.9,18,73,0,14.0
2022-11,REP0027,South,Cardiology,CardioMax 10mg,58,255.0,265.0,104.0,15,53,2,17.67
2022-12,REP0027,South,Cardiology,CardioMax 10mg,59,255.0,261.0,102.4,13,41,3,20.08
2023-01,REP0027,South,Cardiology,CardioMax 10mg,60,255.0,269.0,105.6,21,75,2,12.81
2023-02,REP0027,South,Cardiology,CardioMax 10mg,61,255.0,268.0,105.2,14,55,3,19.14
2023-03,REP0027,South,Cardiology,CardioMax 10mg,62,255.0,273.0,107.1,15,51,3,18.2
2023-04,REP0027,South,Cardiology,CardioMax 10mg,63,255.0,328.0,128.7,12,41,1,27.33
2023-05,REP0027,South,Cardiology,CardioMax 10mg,64,255.0,297.0,116.6,17,57,1,17.47
2023-06,REP0027,South,Cardiology,CardioMax 10mg,65,255.0,323.0,126.8,23,77,2,14.04
2023-07,REP0027,South,Cardiology,CardioMax 10mg,66,255.0,329.0,129.1,15,53,2,21.93
2023-08,REP0027,South,Cardiology,CardioMax 10mg,67,255.0,321.0,126.0,14,47,2,22.93
2023-09,REP0027,South,Cardiology,CardioMax 10mg,68,255.0,297.0,116.6,18,64,2,16.5
2023-10,REP0027,South,Cardiology,CardioMax 10mg,69,255.0,297.0,116.6,17,52,0,17.47
2023-11,REP0027,South,Cardiology,CardioMax 10mg,70,255.0,294.0,115.4,21,78,2,14.0
2023-12,REP0027,South,Cardiology,CardioMax 10mg,71,255.0,265.0,104.0,15,44,0,17.67
2021-01,REP0028,South,Neurology,AlzCare 10mg,41,206.0,244.0,118.6,18,60,3,13.56
2021-02,REP0028,South,Neurology,AlzCare 10mg,42,206.0,255.0,124.0,18,72,1,14.17
2021-03,REP0028,South,Neurology,AlzCare 10mg,43,206.0,311.0,151.2,11,51,1,28.27
2021-04,REP0028,South,Neurology,AlzCare 10mg,44,206.0,289.0,140.5,10,31,0,28.9
2021-05,REP0028,South,Neurology,AlzCare 10mg,45,206.0,293.0,142.5,17,67,2,17.24
2021-06,REP0028,South,Neurology,AlzCare 10mg,46,206.0,321.0,156.1,13,38,4,24.69
2021-07,REP0028,South,Neurology,AlzCare 10mg,47,206.0,292.0,142.0,24,82,2,12.17
2021-08,REP0028,South,Neurology,AlzCare 10mg,48,206.0,325.0,158.0,23,79,1,14.13
2021-09,REP0028,South,Neurology,AlzCare 10mg,49,206.0,282.0,137.1,19,73,2,14.84
2021-10,REP0028,South,Neurology,AlzCare 10mg,50,206.0,281.0,136.6,24,87,2,11.71
2021-11,REP0028,South,Neurology,AlzCare 10mg,51,206.0,225.0,109.4,7,27,1,32.14
2021-12,REP0028,South,Neurology,AlzCare 10mg,52,206.0,242.0,117.7,18,62,3,13.44
2022-01,REP0028,South,Neurology,AlzCare 10mg,53,206.0,260.0,126.4,15,60,1,17.33
2022-02,REP0028,South,Neurology,AlzCare 10mg,54,206.0,283.0,137.6,16,50,2,17.69
2022-03,REP0028,South,Neurology,AlzCare 10mg,55,206.0,290.0,141.0,19,64,0,15.26
2022-04,REP0028,South,Neurology,AlzCare 10mg,56,206.0,298.0,144.9,21,71,1,14.19
2022-05,REP0028,South,Neurology,AlzCare 10mg,57,206.0,348.0,169.2,15,40,1,23.2
2022-06,REP0028,South,Neurology,AlzCare 10mg,58,206.0,316.0,153.6,14,47,2,22.57
2022-07,REP0028,South,Neurology,AlzCare 10mg,59,206.0,325.0,158.0,19,81,1,17.11
2022-08,REP0028,South,Neurology,AlzCare 10mg,60,206.0,321.0,156.1,15,45,1,21.4
2022-09,REP0028,South,Neurology,AlzCare 10mg,61,206.0,286.0,139.1,19,85,1,15.05
2022-10,REP0028,South,Neurology,AlzCare 10mg,62,206.0,271.0,131.8,17,62,2,15.94
2022-11,REP0028,South,Neurology,AlzCare 10mg,63,206.0,296.0,143.9,8,10,1,37.0
2022-12,REP0028,South,Neurology,AlzCare 10mg,64,206.0,288.0,140.0,11,14,2,26.18
2023-01,REP0028,South,Neurology,AlzCare 10mg,65,206.0,276.0,134.2,13,37,0,21.23
2023-02,REP0028,South,Neurology,AlzCare 10mg,66,206.0,287.0,139.5,15,56,0,19.13
2023-03,REP0028,South,Neurology,AlzCare 10mg,67,206.0,283.0,137.6,13,43,1,21.77
2023-04,REP0028,South,Neurology,AlzCare 10mg,68,206.0,344.0,167.3,10,35,2,34.4
2023-05,REP0028,South,Neurology,AlzCare 10mg,69,206.0,388.0,188.6,16,58,0,24.25
2023-06,REP0028,South,Neurology,AlzCare 10mg,70,206.0,278.0,135.2,21,73,3,13.24
2023-07,REP0028,South,Neurology,AlzCare 10mg,71,206.0,303.0,147.3,20,84,2,15.15
2023-08,REP0028,South,Neurology,AlzCare 10mg,72,206.0,335.0,162.9,18,50,3,18.61
2023-09,REP0028,South,Neurology,AlzCare 10mg,73,206.0,296.0,143.9,20,57,0,14.8
2023-10,REP0028,South,Neurology,AlzCare 10mg,74,206.0,327.0,159.0,16,67,1,20.44
2023-11,REP0028,South,Neurology,AlzCare 10mg,75,206.0,239.0,116.2,21,68,2,11.38
2023-12,REP0028,South,Neurology,AlzCare 10mg,76,206.0,277.0,134.7,11,39,4,25.18
2021-01,REP0029,West,Cardiology,HeartGuard 5mg,32,227.0,221.0,97.2,23,77,2,9.61
2021-02,REP0029,West,Cardiology,HeartGuard 5mg,33,227.0,230.0,101.2,17,50,3,13.53
2021-03,REP0029,West,Cardiology,HeartGuard 5mg,34,227.0,224.0,98.5,15,65,2,14.93
2021-04,REP0029,West,Cardiology,HeartGuard 5mg,35,227.0,251.0,110.4,14,55,5,17.93
2021-05,REP0029,West,Cardiology,HeartGuard 5mg,36,227.0,275.0,121.0,19,72,1,14.47
2021-06,REP0029,West,Cardiology,HeartGuard 5mg,37,227.0,255.0,112.2,16,51,1,15.94
2021-07,REP0029,West,Cardiology,HeartGuard 5mg,38,227.0,252.0,110.9,17,57,2,14.82
2021-08,REP0029,West,Cardiology,HeartGuard 5mg,39,227.0,252.0,110.9,18,75,2,14.0
2021-09,REP0029,West,Cardiology,HeartGuard 5mg,40,227.0,279.0,122.7,19,62,3,14.68
2021-10,REP0029,West,Cardiology,HeartGuard 5mg,41,227.0,222.0,97.7,8,27,1,27.75
2021-11,REP0029,West,Cardiology,HeartGuard 5mg,42,227.0,241.0,106.0,14,46,3,17.21
2021-12,REP0029,West,Cardiology,HeartGuard 5mg,43,227.0,218.0,95.9,17,53,2,12.82
2022-01,REP0029,West,Cardiology,HeartGuard 5mg,44,227.0,215.0,94.6,14,43,1,15.36
2022-02,REP0029,West,Cardiology,HeartGuard 5mg,45,227.0,209.0,91.9,21,79,3,9.95
2022-03,REP0029,West,Cardiology,HeartGuard 5mg,46,227.0,243.0,106.9,17,57,3,14.29
2022-04,REP0029,West,Cardiology,HeartGuard 5mg,47,227.0,221.0,97.2,15,45,3,14.73
2022-05,REP0029,West,Cardiology,HeartGuard 5mg,48,227.0,260.0,114.4,11,40,1,23.64
2022-06,REP0029,West,Cardiology,HeartGuard 5mg,49,227.0,263.0,115.7,15,46,2,17.53
2022-07,REP0029,West,Cardiology,HeartGuard 5mg,50,227.0,277.0,121.9,17,50,1,16.29
2022-08,REP0029,West,Cardiology,HeartGuard 5mg,51,227.0,268.0,117.9,19,67,0,14.11
2022-09,REP0029,West,Cardiology,HeartGuard 5mg,52,227.0,201.0,88.4,25,77,0,8.04
2022-10,REP0029,West,Cardiology,HeartGuard 5mg,53,227.0,237.0,104.3,11,32,2,21.55
2022-11,REP0029,West,Cardiology,HeartGuard 5mg,54,227.0,256.0,112.6,19,62,1,13.47
2022-12,REP0029,West,Cardiology,HeartGuard 5mg,55,227.0,189.0,83.1,16,52,2,11.81
2023-01,REP0029,West,Cardiology,HeartGuard 5mg,56,227.0,261.0,114.8,10,31,0,26.1
2023-02,REP0029,West,Cardiology,HeartGuard 5mg,57,227.0,228.0,100.3,14,37,3,16.29
2023-03,REP0029,West,Cardiology,HeartGuard 5mg,58,227.0,259.0,113.9,21,69,1,12.33
2023-04,REP0029,West,Cardiology,HeartGuard 5mg,59,227.0,305.0,134.2,17,65,1,17.94
2023-05,REP0029,West,Cardiology,HeartGuard 5mg,60,227.0,299.0,131.5,15,37,1,19.93
2023-06,REP0029,West,Cardiology,HeartGuard 5mg,61,227.0,277.0,121.9,11,40,0,25.18
2023-07,REP0029,West,Cardiology,HeartGuard 5mg,62,227.0,355.0,156.2,12,32,3,29.58
2023-08,REP0029,West,Cardiology,HeartGuard 5mg,63,227.0,271.0,119.2,21,76,1,12.9
2023-09,REP0029,West,Cardiology,HeartGuard 5mg,64,227.0,231.0,101.6,22,66,2,10.5
2023-10,REP0029,West,Cardiology,HeartGuard 5mg,65,227.0,263.0,115.7,17,57,0,15.47
2023-11,REP0029,West,Cardiology,HeartGuard 5mg,66,227.0,243.0,106.9,6,26,2,40.5
2023-12,REP0029,West,Cardiology,HeartGuard 5mg,67,227.0,227.0,99.9,18,52,0,12.61
2021-01,REP0030,West,Neurology,NeuroShield 25mg,43,214.0,241.0,112.7,21,77,3,11.48
2021-02,REP0030,West,Neurology,NeuroShield 25mg,44,214.0,217.0,101.5,19,65,3,11.42
2021-03,REP0030,West,Neurology,NeuroShield 25mg,45,214.0,247.0,115.5,16,60,3,15.44
2021-04,REP0030,West,Neurology,NeuroShield 25mg,46,214.0,251.0,117.4,17,51,0,14.76
2021-05,REP0030,West,Neurology,NeuroShield 25mg,47,214.0,282.0,131.9,20,72,0,14.1
2021-06,REP0030,West,Neurology,NeuroShield 25mg,48,214.0,275.0,128.6,9,42,0,30.56
2021-07,REP0030,West,Neurology,NeuroShield 25mg,49,214.0,308.0,144.1,21,66,0,14.67
2021-08,REP0030,West,Neurology,NeuroShield 25mg,50,214.0,277.0,129.6,14,49,1,19.79
2021-09,REP0030,West,Neurology,NeuroShield 25mg,51,214.0,219.0,102.4,9,33,1,24.33
2021-10,REP0030,West,Neurology,NeuroShield 25mg,52,214.0,231.0,108.1,20,79,1,11.55
2021-11,REP0030,West,Neurology,NeuroShield 25mg,53,214.0,225.0,105.3,20,59,2,11.25
2021-12,REP0030,West,Neurology,NeuroShield 25mg,54,214.0,238.0,111.3,20,54,1,11.9
2022-01,REP0030,West,Neurology,NeuroShield 25mg,55,214.0,216.0,101.0,18,66,3,12.0
2022-02,REP0030,West,Neurology,NeuroShield 25mg,56,214.0,235.0,109.9,16,65,2,14.69
2022-03,REP0030,West,Neurology,NeuroShield 25mg,57,214.0,288.0,134.7,19,57,0,15.16
2022-04,REP0030,West,Neurology,NeuroShield 25mg,58,214.0,244.0,114.1,20,79,4,12.2
2022-05,REP0030,West,Neurology,NeuroShield 25mg,59,214.0,311.0,145.5,22,72,0,14.14
2022-06,REP0030,West,Neurology,NeuroShield 25mg,60,214.0,317.0,148.3,19,67,2,16.68
2022-07,REP0030,West,Neurology,NeuroShield 25mg,61,214.0,301.0,140.8,23,90,2,13.09
2022-08,REP0030,West,Neurology,NeuroShield 25mg,62,214.0,302.0,141.3,20,66,2,15.1
2022-09,REP0030,West,Neurology,NeuroShield 25mg,63,214.0,238.0,111.3,22,67,2,10.82
2022-10,REP0030,West,Neurology,NeuroShield 25mg,64,214.0,236.0,110.4,20,69,0,11.8
2022-11,REP0030,West,Neurology,NeuroShield 25mg,65,214.0,250.0,116.9,15,59,2,16.67
2022-12,REP0030,West,Neurology,NeuroShield 25mg,66,214.0,246.0,115.1,14,44,1,17.57
2023-01,REP0030,West,Neurology,NeuroShield 25mg,67,214.0,261.0,122.1,24,77,3,10.88
2023-02,REP0030,West,Neurology,NeuroShield 25mg,68,214.0,212.0,99.2,13,37,0,16.31
2023-03,REP0030,West,Neurology,NeuroShield 25mg,69,214.0,239.0,111.8,19,64,2,12.58
2023-04,REP0030,West,Neurology,NeuroShield 25mg,70,214.0,308.0,144.1,19,71,1,16.21
2023-05,REP0030,West,Neurology,NeuroShield 25mg,71,214.0,276.0,129.1,22,72,0,12.55
2023-06,REP0030,West,Neurology,NeuroShield 25mg,72,214.0,306.0,143.1,14,45,2,21.86
2023-07,REP0030,West,Neurology,NeuroShield 25mg,73,214.0,316.0,147.8,14,45,3,22.57
2023-08,REP0030,West,Neurology,NeuroShield 25mg,74,214.0,308.0,144.1,26,100,3,11.85
2023-09,REP0030,West,Neurology,NeuroShield 25mg,75,214.0,249.0,116.5,21,73,1,11.86
2023-10,REP0030,West,Neurology,NeuroShield 25mg,76,214.0,268.0,125.4,21,77,0,12.76
2023-11,REP0030,West,Neurology,NeuroShield 25mg,77,214.0,268.0,125.4,15,54,1,17.87
2023-12,REP0030,West,Neurology,NeuroShield 25mg,78,214.0,245.0,114.6,21,65,4,11.67
2021-01,REP0031,North,Oncology,ImmunoBoost 25mg,22,90.0,96.0,106.2,14,54,0,6.86
2021-02,REP0031,North,Oncology,ImmunoBoost 25mg,23,90.0,111.0,122.8,17,55,0,6.53
2021-03,REP0031,North,Oncology,ImmunoBoost 25mg,24,90.0,119.0,131.7,15,43,3,7.93
2021-04,REP0031,North,Oncology,ImmunoBoost 25mg,25,90.0,108.0,119.5,17,66,2,6.35
2021-05,REP0031,North,Oncology,ImmunoBoost 25mg,26,90.0,139.0,153.8,14,47,1,9.93
2021-06,REP0031,North,Oncology,ImmunoBoost 25mg,27,90.0,130.0,143.8,23,81,1,5.65
2021-07,REP0031,North,Oncology,ImmunoBoost 25mg,28,90.0,108.0,119.5,18,57,2,6.0
2021-08,REP0031,North,Oncology,ImmunoBoost 25mg,29,90.0,115.0,127.3,17,47,0,6.76
2021-09,REP0031,North,Oncology,ImmunoBoost 25mg,30,90.0,129.0,142.7,18,66,0,7.17
2021-10,REP0031,North,Oncology,ImmunoBoost 25mg,31,90.0,113.0,125.0,20,63,0,5.65
2021-11,REP0031,North,Oncology,ImmunoBoost 25mg,32,90.0,96.0,106.2,17,60,2,5.65
2021-12,REP0031,North,Oncology,ImmunoBoost 25mg,33,90.0,110.0,121.7,15,43,2,7.33
2022-01,REP0031,North,Oncology,ImmunoBoost 25mg,34,90.0,88.0,97.4,20,70,1,4.4
2022-02,REP0031,North,Oncology,ImmunoBoost 25mg,35,90.0,104.0,115.1,21,80,1,4.95
2022-03,REP0031,North,Oncology,ImmunoBoost 25mg,36,90.0,120.0,132.8,21,76,1,5.71
2022-04,REP0031,North,Oncology,ImmunoBoost 25mg,37,90.0,126.0,139.4,13,46,1,9.69
2022-05,REP0031,North,Oncology,ImmunoBoost 25mg,38,90.0,124.0,137.2,11,30,1,11.27
2022-06,REP0031,North,Oncology,ImmunoBoost 25mg,39,90.0,140.0,154.9,19,74,3,7.37
2022-07,REP0031,North,Oncology,ImmunoBoost 25mg,40,90.0,132.0,146.1,18,55,4,7.33
2022-08,REP0031,North,Oncology,ImmunoBoost 25mg,41,90.0,110.0,121.7,18,69,3,6.11
2022-09,REP0031,North,Oncology,ImmunoBoost 25mg,42,90.0,107.0,118.4,16,49,0,6.69
2022-10,REP0031,North,Oncology,ImmunoBoost 25mg,43,90.0,112.0,123.9,15,64,2,7.47
2022-11,REP0031,North,Oncology,ImmunoBoost 25mg,44,90.0,107.0,118.4,16,56,1,6.69
2022-12,REP0031,North,Oncology,ImmunoBoost 25mg,45,90.0,105.0,116.2,25,78,1,4.2
2023-01,REP0031,North,Oncology,ImmunoBoost 25mg,46,90.0,113.0,125.0,16,68,2,7.06
2023-02,REP0031,North,Oncology,ImmunoBoost 25mg,47,90.0,106.0,117.3,18,57,1,5.89
2023-03,REP0031,North,Oncology,ImmunoBoost 25mg,48,90.0,119.0,131.7,23,86,1,5.17
2023-04,REP0031,North,Oncology,ImmunoBoost 25mg,49,90.0,136.0,150.5,19,57,1,7.16
2023-05,REP0031,North,Oncology,ImmunoBoost 25mg,50,90.0,133.0,147.2,21,68,0,6.33
2023-06,REP0031,North,Oncology,ImmunoBoost 25mg,51,90.0,136.0,150.5,15,49,1,9.07
2023-07,REP0031,North,Oncology,ImmunoBoost 25mg,52,90.0,131.0,145.0,21,84,3,6.24
2023-08,REP0031,North,Oncology,ImmunoBoost 25mg,53,90.0,112.0,123.9,15,51,0,7.47
2023-09,REP0031,North,Oncology,ImmunoBoost 25mg,54,90.0,115.0,127.3,17,55,2,6.76
2023-10,REP0031,North,Oncology,ImmunoBoost 25mg,55,90.0,103.0,114.0,16,57,2,6.44
2023-11,REP0031,North,Oncology,ImmunoBoost 25mg,56,90.0,115.0,127.3,19,63,2,6.05
2023-12,REP0031,North,Oncology,ImmunoBoost 25mg,57,90.0,103.0,114.0,16,47,3,6.44
2021-01,REP0032,North,Oncology,ImmunoBoost 25mg,45,160.0,172.0,107.4,17,63,3,10.12
2021-02,REP0032,North,Oncology,ImmunoBoost 25mg,46,160.0,186.0,116.2,16,48,0,11.62
2021-03,REP0032,North,Oncology,ImmunoBoost 25mg,47,160.0,207.0,129.3,20,74,1,10.35
2021-04,REP0032,North,Oncology,ImmunoBoost 25mg,48,160.0,233.0,145.5,16,63,1,14.56
2021-05,REP0032,North,Oncology,ImmunoBoost 25mg,49,160.0,208.0,129.9,20,73,2,10.4
2021-06,REP0032,North,Oncology,ImmunoBoost 25mg,50,160.0,224.0,139.9,17,78,3,13.18
2021-07,REP0032,North,Oncology,ImmunoBoost 25mg,51,160.0,233.0,145.5,18,71,2,12.94
2021-08,REP0032,North,Oncology,ImmunoBoost 25mg,52,160.0,213.0,133.0,16,55,0,13.31
2021-09,REP0032,North,Oncology,ImmunoBoost 25mg,53,160.0,205.0,128.1,16,68,2,12.81
2021-10,REP0032,North,Oncology,ImmunoBoost 25mg,54,160.0,172.0,107.4,17,51,2,10.12
2021-11,REP0032,North,Oncology,ImmunoBoost 25mg,55,160.0,186.0,116.2,21,67,2,8.86
2021-12,REP0032,North,Oncology,ImmunoBoost 25mg,56,160.0,160.0,99.9,20,74,2,8.0
2022-01,REP0032,North,Oncology,ImmunoBoost 25mg,57,160.0,184.0,114.9,19,79,1,9.68
2022-02,REP0032,North,Oncology,ImmunoBoost 25mg,58,160.0,195.0,121.8,13,38,2,15.0
2022-03,REP0032,North,Oncology,ImmunoBoost 25mg,59,160.0,225.0,140.5,16,54,1,14.06
2022-04,REP0032,North,Oncology,ImmunoBoost 25mg,60,160.0,210.0,131.2,19,54,3,11.05
2022-05,REP0032,North,Oncology,ImmunoBoost 25mg,61,160.0,217.0,135.5,20,59,2,10.85
2022-06,REP0032,North,Oncology,ImmunoBoost 25mg,62,160.0,247.0,154.3,19,58,2,13.0
2022-07,REP0032,North,Oncology,ImmunoBoost 25mg,63,160.0,210.0,131.2,16,64,2,13.12
2022-08,REP0032,North,Oncology,ImmunoBoost 25mg,64,160.0,223.0,139.3,14,54,2,15.93
2022-09,REP0032,North,Oncology,ImmunoBoost 25mg,65,160.0,172.0,107.4,21,73,3,8.19
2022-10,REP0032,North,Oncology,ImmunoBoost 25mg,66,160.0,182.0,113.7,6,23,2,30.33
2022-11,REP0032,North,Oncology,ImmunoBoost 25mg,67,160.0,165.0,103.1,14,71,1,11.79
2022-12,REP0032,North,Oncology,ImmunoBoost 25mg,68,160.0,199.0,124.3,15,35,1,13.27
2023-01,REP0032,North,Oncology,ImmunoBoost 25mg,69,160.0,188.0,117.4,16,55,2,11.75
2023-02,REP0032,North,Oncology,ImmunoBoost 25mg,70,160.0,200.0,124.9,12,45,0,16.67
2023-03,REP0032,North,Oncology,ImmunoBoost 25mg,71,160.0,181.0,113.1,20,74,1,9.05
2023-04,REP0032,North,Oncology,ImmunoBoost 25mg,72,160.0,204.0,127.4,15,50,0,13.6
2023-05,REP0032,North,Oncology,ImmunoBoost 25mg,73,160.0,226.0,141.2,20,81,1,11.3
2023-06,REP0032,North,Oncology,ImmunoBoost 25mg,74,160.0,260.0,162.4,10,40,1,26.0
2023-07,REP0032,North,Oncology,ImmunoBoost 25mg,75,160.0,248.0,154.9,17,70,0,14.59
2023-08,REP0032,North,Oncology,ImmunoBoost 25mg,76,160.0,245.0,153.0,16,54,1,15.31
2023-09,REP0032,North,Oncology,ImmunoBoost 25mg,77,160.0,206.0,128.7,17,58,2,12.12
2023-10,REP0032,North,Oncology,ImmunoBoost 25mg,78,160.0,210.0,131.2,21,80,0,10.0
2023-11,REP0032,North,Oncology,ImmunoBoost 25mg,79,160.0,213.0,133.0,13,50,2,16.38
2023-12,REP0032,North,Oncology,ImmunoBoost 25mg,80,160.0,167.0,104.3,18,59,1,9.28
2021-01,REP0033,West,Neurology,NeuroShield 25mg,31,275.0,281.0,102.2,11,49,3,25.55
2021-02,REP0033,West,Neurology,NeuroShield 25mg,32,275.0,230.0,83.6,27,97,1,8.52
2021-03,REP0033,West,Neurology,NeuroShield 25mg,33,275.0,306.0,111.3,14,53,1,21.86
2021-04,REP0033,West,Neurology,NeuroShield 25mg,34,275.0,363.0,132.0,18,68,1,20.17
2021-05,REP0033,West,Neurology,NeuroShield 25mg,35,275.0,348.0,126.6,17,48,1,20.47
2021-06,REP0033,West,Neurology,NeuroShield 25mg,36,275.0,384.0,139.7,21,70,0,18.29
2021-07,REP0033,West,Neurology,NeuroShield 25mg,37,275.0,308.0,112.0,12,27,2,25.67
2021-08,REP0033,West,Neurology,NeuroShield 25mg,38,275.0,319.0,116.0,25,79,1,12.76
2021-09,REP0033,West,Neurology,NeuroShield 25mg,39,275.0,267.0,97.1,15,50,1,17.8
2021-10,REP0033,West,Neurology,NeuroShield 25mg,40,275.0,285.0,103.7,21,80,1,13.57
2021-11,REP0033,West,Neurology,NeuroShield 25mg,41,275.0,271.0,98.6,21,81,1,12.9
2021-12,REP0033,West,Neurology,NeuroShield 25mg,42,275.0,283.0,102.9,19,57,2,14.89
2022-01,REP0033,West,Neurology,NeuroShield 25mg,43,275.0,277.0,100.7,11,36,2,25.18
2022-02,REP0033,West,Neurology,NeuroShield 25mg,44,275.0,275.0,100.0,22,87,1,12.5
2022-03,REP0033,West,Neurology,NeuroShield 25mg,45,275.0,296.0,107.7,17,57,1,17.41
2022-04,REP0033,West,Neurology,NeuroShield 25mg,46,275.0,231.0,84.0,25,87,1,9.24
2022-05,REP0033,West,Neurology,NeuroShield 25mg,47,275.0,352.0,128.0,17,56,0,20.71
2022-06,REP0033,West,Neurology,NeuroShield 25mg,48,275.0,298.0,108.4,12,33,2,24.83
2022-07,REP0033,West,Neurology,NeuroShield 25mg,49,275.0,366.0,133.1,14,27,2,26.14
2022-08,REP0033,West,Neurology,NeuroShield 25mg,50,275.0,322.0,117.1,16,63,2,20.12
2022-09,REP0033,West,Neurology,NeuroShield 25mg,51,275.0,291.0,105.8,13,43,0,22.38
2022-10,REP0033,West,Neurology,NeuroShield 25mg,52,275.0,296.0,107.7,22,65,2,13.45
2022-11,REP0033,West,Neurology,NeuroShield 25mg,53,275.0,306.0,111.3,17,65,1,18.0
2022-12,REP0033,West,Neurology,NeuroShield 25mg,54,275.0,285.0,103.7,19,61,4,15.0
2023-01,REP0033,West,Neurology,NeuroShield 25mg,55,275.0,300.0,109.1,23,89,2,13.04
2023-02,REP0033,West,Neurology,NeuroShield 25mg,56,275.0,336.0,122.2,18,57,2,18.67
2023-03,REP0033,West,Neurology,NeuroShield 25mg,57,275.0,297.0,108.0,9,24,2,33.0
2023-04,REP0033,West,Neurology,NeuroShield 25mg,58,275.0,373.0,135.7,14,57,0,26.64
2023-05,REP0033,West,Neurology,NeuroShield 25mg,59,275.0,333.0,121.1,23,80,1,14.48
2023-06,REP0033,West,Neurology,NeuroShield 25mg,60,275.0,373.0,135.7,13,42,2,28.69
2023-07,REP0033,West,Neurology,NeuroShield 25mg,61,275.0,397.0,144.4,11,52,1,36.09
2023-08,REP0033,West,Neurology,NeuroShield 25mg,62,275.0,318.0,115.7,12,44,0,26.5
2023-09,REP0033,West,Neurology,NeuroShield 25mg,63,275.0,315.0,114.6,17,68,3,18.53
2023-10,REP0033,West,Neurology,NeuroShield 25mg,64,275.0,295.0,107.3,17,46,0,17.35
2023-11,REP0033,West,Neurology,NeuroShield 25mg,65,275.0,269.0,97.8,22,83,2,12.23
2023-12,REP0033,West,Neurology,NeuroShield 25mg,66,275.0,259.0,94.2,15,45,1,17.27
2021-01,REP0034,South,Orthopedics,JointFlex 15mg,35,152.0,135.0,88.6,19,75,3,7.11
2021-02,REP0034,South,Orthopedics,JointFlex 15mg,36,152.0,157.0,103.0,19,64,3,8.26
2021-03,REP0034,South,Orthopedics,JointFlex 15mg,37,152.0,147.0,96.5,21,71,3,7.0
2021-04,REP0034,South,Orthopedics,JointFlex 15mg,38,152.0,179.0,117.5,17,57,2,10.53
2021-05,REP0034,South,Orthopedics,JointFlex 15mg,39,152.0,186.0,122.1,16,56,3,11.62
2021-06,REP0034,South,Orthopedics,JointFlex 15mg,40,152.0,163.0,107.0,20,74,3,8.15
2021-07,REP0034,South,Orthopedics,JointFlex 15mg,41,152.0,170.0,111.6,18,64,2,9.44
2021-08,REP0034,South,Orthopedics,JointFlex 15mg,42,152.0,180.0,118.1,13,47,4,13.85
2021-09,REP0034,South,Orthopedics,JointFlex 15mg,43,152.0,173.0,113.5,24,92,3,7.21
2021-10,REP0034,South,Orthopedics,JointFlex 15mg,44,152.0,160.0,105.0,20,72,2,8.0
2021-11,REP0034,South,Orthopedics,JointFlex 15mg,45,152.0,158.0,103.7,15,67,0,10.53
2021-12,REP0034,South,Orthopedics,JointFlex 15mg,46,152.0,156.0,102.4,23,79,0,6.78
2022-01,REP0034,South,Orthopedics,JointFlex 15mg,47,152.0,164.0,107.6,18,69,1,9.11
2022-02,REP0034,South,Orthopedics,JointFlex 15mg,48,152.0,180.0,118.1,9,34,3,20.0
2022-03,REP0034,South,Orthopedics,JointFlex 15mg,49,152.0,170.0,111.6,19,63,2,8.95
2022-04,REP0034,South,Orthopedics,JointFlex 15mg,50,152.0,156.0,102.4,15,46,2,10.4
2022-05,REP0034,South,Orthopedics,JointFlex 15mg,51,152.0,179.0,117.5,15,49,1,11.93
2022-06,REP0034,South,Orthopedics,JointFlex 15mg,52,152.0,196.0,128.6,19,73,2,10.32
2022-07,REP0034,South,Orthopedics,JointFlex 15mg,53,152.0,198.0,129.9,16,52,0,12.38
2022-08,REP0034,South,Orthopedics,JointFlex 15mg,54,152.0,170.0,111.6,18,57,3,9.44
2022-09,REP0034,South,Orthopedics,JointFlex 15mg,55,152.0,172.0,112.9,24,88,1,7.17
2022-10,REP0034,South,Orthopedics,JointFlex 15mg,56,152.0,162.0,106.3,11,40,1,14.73
2022-11,REP0034,South,Orthopedics,JointFlex 15mg,57,152.0,142.0,93.2,24,92,3,5.92
2022-12,REP0034,South,Orthopedics,JointFlex 15mg,58,152.0,164.0,107.6,13,42,1,12.62
2023-01,REP0034,South,Orthopedics,JointFlex 15mg,59,152.0,136.0,89.3,15,48,2,9.07
2023-02,REP0034,South,Orthopedics,JointFlex 15mg,60,152.0,199.0,130.6,17,60,1,11.71
2023-03,REP0034,South,Orthopedics,JointFlex 15mg,61,152.0,187.0,122.7,13,60,1,14.38
2023-04,REP0034,South,Orthopedics,JointFlex 15mg,62,152.0,182.0,119.4,21,66,2,8.67
